slot	arc	load	sat	lb	source	proven	demands
11	137	1.8000000000000004e-05	1.6363636363636367e-06	1.8000000000000004e-05	source-dom	false	7
7	7	1.6000000000000003e-05	1.6000000000000004e-06	1.6000000000000003e-05	source-dom	false	8
1	136	1.6e-05	1.6e-06	1.6e-05	sink-dom	false	4
8	255	1.4e-05	1.5555555555555556e-06	1.4e-05	sink-dom	false	6
0	136	1.4999999999999999e-05	1.4999999999999998e-06	1.4999999999999999e-05	sink-dom	false	4
0	255	1.3000000000000001e-05	1.4444444444444445e-06	1.3000000000000001e-05	sink-dom	false	5
6	255	1.2e-05	1.3333333333333334e-06	1.2e-05	sink-dom	false	5
10	7	1.2e-05	1.2e-06	1.2e-05	source-dom	false	6
0	7	1.1000000000000001e-05	1.1e-06	1.1000000000000001e-05	source-dom	false	7
2	7	1.1e-05	1.1e-06	1.1e-05	source-dom	false	8
11	254	1.1000000000000001e-05	1.0000000000000002e-06	1.1000000000000001e-05	source-dom	false	2
7	136	9.999999999999999e-06	1e-06	9.999999999999999e-06	sink-dom	false	4
11	136	9.999999999999999e-06	1e-06	9.999999999999999e-06	sink-dom	false	4
9	136	9e-06	9.000000000000001e-07	9e-06	sink-dom	false	4
7	255	8e-06	8.888888888888889e-07	8e-06	sink-dom	false	5
1	7	8e-06	8e-07	8e-06	source-dom	false	6
10	136	8e-06	8e-07	8e-06	sink-dom	false	4
11	7	8e-06	8e-07	8e-06	source-dom	false	6
2	219	6.999999999999998e-05	6.306306306306304e-07	6.999999999999998e-05	sink-dom	false	14
0	254	6e-06	5.454545454545455e-07	6e-06	source-dom	false	3
2	254	4.9999999999999996e-06	4.545454545454545e-07	4.9999999999999996e-06	source-dom	false	2
3	254	4.9999999999999996e-06	4.545454545454545e-07	4.9999999999999996e-06	source-dom	false	2
1	254	4e-06	3.636363636363636e-07	4e-06	source-dom	false	2
4	254	4e-06	3.636363636363636e-07	4e-06	source-dom	false	2
5	254	3e-06	2.7272727272727274e-07	3e-06	source-dom	false	2
6	254	3e-06	2.7272727272727274e-07	3e-06	source-dom	false	2
10	254	3e-06	2.7272727272727274e-07	3e-06	source-dom	false	2
7	254	2e-06	1.818181818181818e-07	2e-06	source-dom	false	2
8	254	2e-06	1.818181818181818e-07	2e-06	source-dom	false	2
9	254	2e-06	1.818181818181818e-07	2e-06	source-dom	false	2
